group	name	roman_name	city	county	grid	long	lat
5	brocavum	BROCAVO	Brougham	Cumbria	NY5328	-2.72839069366455	54.6448059082031
5	luguvalium	LVGVVALIO	Carlisle	Cumbria	NY3956	-2.9512197971344	54.8949279785156
6	londinium	LONDINIVM	London	Greater London	TQ3281	-0.097575895488262	51.5120048522949
6	verulamium	VERVLAMI	St. Alban's	Hertfordshire	TL1307	-0.362875610589981	51.7498321533203
6	durocobrivis	DVROCOBRIVIS	Dunstable	Bedfordshire	TL0121	-0.532585859298706	51.8779716491699
6	magiovinium	MAGIOVINIO	Dropshort	Buckinghamshire	SP8833	-0.718339443206787	51.9880447387695
6	lactodurum	LACTODORO	Towcester	Northamptonshire	SP6948	-0.991984009742737	52.1255874633789
6	bannaventa	ISANNAVANTIA	Whilton Lodge	Northamptonshire	SP6164	-1.10595083236694	52.2703819274902
6	tripontium	TRIPONTIO	Cave's Inn	Warwickshire	SP5379	-1.22081792354584	52.406063079834
6	venonis	VENONIS	High Cross	Leicestershire	SP4788	-1.30776250362396	52.4875221252441
6	ratae	RATAS	Leicester	Leicestershire	SK5804	-1.14296388626099	52.6303024291992
6	vernemetum	VEROMETO	Willoughby	Nottinghamshire	SK6425	-1.05022513866425	52.8184051513672
6	margidunum	MARGIDVNO	Castle Hill	Nottinghamshire	SK7041	-0.957750856876373	52.961483001709
6	ad_pontem	AD PONTEM	East Stoke	Nottinghamshire	SK7550	-0.881226420402527	53.0417098999024
6	crococalana	CROCOCALANA	Brough	Nottinghamshire	SK8358	-0.759860754013062	53.1124267578125
